,gene_id,gene_name
29692,ENSG00000204020,LIPN
29693,ENSG00000235150,RCBTB2P1
29694,ENSG00000173239,LIPM
29695,ENSG00000152766,ANKRD22
29696,ENSG00000234256,PTCD2P2
29697,ENSG00000138134,STAMBPL1
29698,ENSG00000180139,ACTA2-AS1
29699,ENSG00000107796,ACTA2
29700,ENSG00000026103,FAS
29701,ENSG00000275693,RF02116
29702,ENSG00000261438,AL157394.1
29703,ENSG00000265375,MIR4679-2
29704,ENSG00000283664,MIR4679-1
29705,ENSG00000233292,AL513533.1
29706,ENSG00000138135,CH25H
29707,ENSG00000107798,LIPA
29708,ENSG00000119922,IFIT2
29709,ENSG00000232110,AL353751.1
29710,ENSG00000119917,IFIT3
29711,ENSG00000224289,IFIT6P
29712,ENSG00000204010,IFIT1B
29713,ENSG00000185745,IFIT1
29714,ENSG00000152778,IFIT5
29715,ENSG00000152779,SLC16A12
29716,ENSG00000234452,SLC16A12-AS1
29717,ENSG00000152782,PANK1
29718,ENSG00000198997,MIR107
29719,ENSG00000249962,AL157400.5
29720,ENSG00000232936,AL157400.2
29721,ENSG00000225836,AL157400.1
29722,ENSG00000235100,AL157400.3
29723,ENSG00000240996,AL157400.4
29724,ENSG00000138182,KIF20B
29725,ENSG00000283578,MTND5P42
29726,ENSG00000232229,LINC00865
29727,ENSG00000270670,MARK2P16
29728,ENSG00000280560,LINC01374
29729,ENSG00000226159,LINC01375
29730,ENSG00000228938,SNRPD2P1
29731,ENSG00000222451,RN7SKP143
29732,ENSG00000236373,AL391704.2
29733,ENSG00000224750,AL391704.1
29734,ENSG00000238291,AL391704.3
29735,ENSG00000283053,AL390862.1
29736,ENSG00000148680,HTR7
29737,ENSG00000148688,RPP30
29738,ENSG00000222305,RF00019
29739,ENSG00000148677,ANKRD1
29740,ENSG00000201604,RNU6-740P
29741,ENSG00000225519,AL365434.1
29742,ENSG00000273124,AL365434.2
29743,ENSG00000224851,LINC00502
29744,ENSG00000220585,DDX18P6
29745,ENSG00000234043,NUDT9P1
29746,ENSG00000180628,PCGF5
29747,ENSG00000165338,HECTD2
29748,ENSG00000271385,AL161798.1
29749,ENSG00000223876,RPS27P1
29750,ENSG00000119938,PPP1R3C
29751,ENSG00000213449,GAPDHP28
29752,ENSG00000228759,FAF2P1
29753,ENSG00000228701,TNKS2-AS1
29754,ENSG00000107854,TNKS2
29755,ENSG00000180581,SRP9P1
29756,ENSG00000273497,AL359198.2
29757,ENSG00000174721,FGFBP3
29758,ENSG00000272817,AL359198.1
29759,ENSG00000095564,BTAF1
29760,ENSG00000107864,CPEB3
29761,ENSG00000252993,RF00402
29762,ENSG00000214549,SDHCP2
29763,ENSG00000213484,EIF4A1P8
29764,ENSG00000221042,RF00622
29765,ENSG00000105988,NHP2P1
29766,ENSG00000199881,RF00019
29767,ENSG00000198060,MARCH5
29768,ENSG00000202297,RNY3P12
29769,ENSG00000232709,MARK2P9
29770,ENSG00000119912,IDE
29771,ENSG00000138160,KIF11
29772,ENSG00000184111,RPL11P4
29773,ENSG00000264313,RN7SL644P
29774,ENSG00000236493,EIF2S2P3
29775,ENSG00000152804,HHEX
29776,ENSG00000201412,RF00019
29777,ENSG00000138190,EXOC6
29778,ENSG00000225118,AL392103.1
29779,ENSG00000226425,AL358613.1
29780,ENSG00000187553,CYP26C1
29781,ENSG00000285846,AL358613.3
29782,ENSG00000279607,AL358613.2
29783,ENSG00000095596,CYP26A1
29784,ENSG00000232805,NIP7P1
29785,ENSG00000237417,XRCC6P1
29786,ENSG00000213432,RPL17P34
29787,ENSG00000138119,MYOF
29788,ENSG00000138180,CEP55
29789,ENSG00000212396,RNA5SP323
29790,ENSG00000186188,FFAR4
29791,ENSG00000138207,RBP4
29792,ENSG00000095464,PDE6C
29793,ENSG00000148690,FRA10AC1
29794,ENSG00000108231,LGI1
29795,ENSG00000280660,AL157396.1
29796,ENSG00000280485,AL358154.1
29797,ENSG00000227995,RAB11AP1
29798,ENSG00000176273,SLC35G1
29799,ENSG00000180764,PIPSL
29800,ENSG00000138193,PLCE1
29801,ENSG00000232913,PLCE1-AS2
29802,ENSG00000231575,AL139118.1
29803,ENSG00000234724,HDAC1P1
29804,ENSG00000206631,RNU6-657P
29805,ENSG00000228553,AL389885.1
29806,ENSG00000268894,PLCE1-AS1
29807,ENSG00000273450,AL139124.1
29808,ENSG00000173145,NOC3L
29809,ENSG00000108239,TBC1D12
29810,ENSG00000119969,HELLS
29811,ENSG00000244332,AL138759.1
29812,ENSG00000235746,CTBP2P2
29813,ENSG00000108242,CYP2C18
29814,ENSG00000276490,AL583836.1
29815,ENSG00000165841,CYP2C19
29816,ENSG00000230338,MTND4P19
29817,ENSG00000235199,CYP2C58P
29818,ENSG00000225354,RPL7AP52
29819,ENSG00000138109,CYP2C9
29820,ENSG00000233377,MTND4P20
29821,ENSG00000228460,CYP2C59P
29822,ENSG00000260863,CYP2C60P
29823,ENSG00000237885,AL359672.1
29824,ENSG00000138115,CYP2C8
29825,ENSG00000231829,AL157834.1
29826,ENSG00000274691,AL157834.3
29827,ENSG00000225533,PAWRP1
29828,ENSG00000173124,ACSM6
29829,ENSG00000234026,AL157834.2
29830,ENSG00000107438,PDLIM1
29831,ENSG00000095637,SORBS1
29832,ENSG00000214362,RPS3AP36
29833,ENSG00000059573,ALDH18A1
29834,ENSG00000119977,TCTN3
29835,ENSG00000138185,ENTPD1
29836,ENSG00000226688,ENTPD1-AS1
29837,ENSG00000240527,AL365273.1
29838,ENSG00000270099,AL365273.2
29839,ENSG00000188649,CC2D2B
29840,ENSG00000227805,RPL21P90
29841,ENSG00000107443,CCNJ
29842,ENSG00000266407,MIR3157
29843,ENSG00000200728,RNU6-271P
29844,ENSG00000177853,ZNF518A
29845,ENSG00000229417,NPM1P25
29846,ENSG00000095585,BLNK
29847,ENSG00000229418,AL136181.1
29848,ENSG00000107447,DNTT
29849,ENSG00000197430,OPALIN
29850,ENSG00000095587,TLL2
29851,ENSG00000077147,TM9SF3
29852,ENSG00000235677,NPM1P26
29853,ENSG00000155629,PIK3AP1
29854,ENSG00000202047,RNA5SP324
29855,ENSG00000227032,RPS2P36
29856,ENSG00000207287,RNU6-1274P
29857,ENSG00000236552,RPL13AP5
29858,ENSG00000207976,MIR607
29859,ENSG00000196233,LCOR
29860,ENSG00000232875,HMGN2P35
29861,ENSG00000187122,SLIT1
29862,ENSG00000234855,SLIT1-AS1
29863,ENSG00000269891,ARHGAP19-SLIT1
29864,ENSG00000213390,ARHGAP19
29865,ENSG00000231398,AL359385.1
29866,ENSG00000277308,RF00017
29867,ENSG00000237169,RPL12P27
29868,ENSG00000165879,FRAT1
29869,ENSG00000181274,FRAT2
29870,ENSG00000225850,AL355490.1
29871,ENSG00000052749,RRP12
29872,ENSG00000231508,RPL34P20
29873,ENSG00000231970,AL355490.2
29874,ENSG00000200737,RF00019
29875,ENSG00000171314,PGAM1
29876,ENSG00000171311,EXOSC1
29877,ENSG00000171307,ZDHHC16
29878,ENSG00000155229,MMS19
29879,ENSG00000165886,UBTD1
29880,ENSG00000165887,ANKRD2
29881,ENSG00000241935,HOGA1
29882,ENSG00000249967,AL355315.1
29883,ENSG00000203942,C10orf62
29884,ENSG00000171160,MORN4
29885,ENSG00000155252,PI4K2A
29886,ENSG00000119986,AVPI1
29887,ENSG00000155254,MARVELD1
29888,ENSG00000155256,ZFYVE27
29889,ENSG00000120057,SFRP5
29890,ENSG00000227356,LINC00866
29891,ENSG00000155265,GOLGA7B
29892,ENSG00000095713,CRTAC1
29893,ENSG00000278752,AL355301.1
29894,ENSG00000166024,R3HCC1L
29895,ENSG00000138131,LOXL4
29896,ENSG00000230928,AL139241.1
29897,ENSG00000119943,PYROXD2
29898,ENSG00000284415,MIR1287
29899,ENSG00000107521,HPS1
29900,ENSG00000264610,MIR4685
29901,ENSG00000172987,HPSE2
29902,ENSG00000274056,MIR6507
29903,ENSG00000236818,ARL5AP2
29904,ENSG00000234109,RPL7P36
29905,ENSG00000119946,CNNM1
29906,ENSG00000120053,GOT1
29907,ENSG00000224934,AL391684.1
29908,ENSG00000257582,LINC01475
29909,ENSG00000228778,AL513542.1
29910,ENSG00000119919,NKX2-3
29911,ENSG00000155287,SLC25A28
29912,ENSG00000260475,AL353719.1
29913,ENSG00000229278,AL133353.1
29914,ENSG00000285932,AL133353.2
29915,ENSG00000198018,ENTPD7
29916,ENSG00000233690,EBAG9P1
29917,ENSG00000119929,CUTC
29918,ENSG00000014919,COX15
29919,ENSG00000023839,ABCC2
29920,ENSG00000227351,NANOGP6
29921,ENSG00000107554,DNMBP
29922,ENSG00000227695,DNMBP-AS1
29923,ENSG00000120054,CPN1
29924,ENSG00000283232,CYP2C23P
29925,ENSG00000232230,TPM4P1
29926,ENSG00000270623,SPCS2P2
29927,ENSG00000107566,ERLIN1
29928,ENSG00000213341,CHUK
29929,ENSG00000236308,AL138921.2
29930,ENSG00000227492,AL138921.1
29931,ENSG00000095485,CWF19L1
29932,ENSG00000212464,SNORA12
29933,ENSG00000230224,PHBP9
29934,ENSG00000207362,RNU6-422P
29935,ENSG00000196072,BLOC1S2
29936,ENSG00000107593,PKD2L1
29937,ENSG00000231188,AL139819.1
29938,ENSG00000099194,SCD
29939,ENSG00000235823,OLMALINC
29940,ENSG00000212325,RF00019
29941,ENSG00000075290,WNT8B
29942,ENSG00000075826,SEC31B
29943,ENSG00000255339,AL133352.1
29944,ENSG00000166136,NDUFB8
29945,ENSG00000166135,HIF1AN
29946,ENSG00000274660,RF00017
29947,ENSG00000075891,PAX2
29948,ENSG00000222072,RF00019
29949,ENSG00000272572,AL138762.1
29950,ENSG00000119906,SLF2
29951,ENSG00000273476,AL133215.3
29952,ENSG00000055950,MRPL43
29953,ENSG00000095539,SEMA4G
29954,ENSG00000207551,MIR608
29955,ENSG00000236662,AL133215.1
29956,ENSG00000107815,TWNK
29957,ENSG00000107816,LZTS2
29958,ENSG00000186862,PDZD7
29959,ENSG00000107819,SFXN3
29960,ENSG00000273162,AL133215.2
29961,ENSG00000107821,KAZALD1
29962,ENSG00000236311,TLX1NB
29963,ENSG00000107807,TLX1
29964,ENSG00000237579,LINC01514
29965,ENSG00000270973,SMARCE1P7
29966,ENSG00000138136,LBX1
29967,ENSG00000227128,LBX1-AS1
29968,ENSG00000229649,AL133387.2
29969,ENSG00000222238,RNU2-43P
29970,ENSG00000225208,AL133387.1
29971,ENSG00000230967,AL133387.3
29972,ENSG00000166167,BTRC
29973,ENSG00000222414,RNU2-59P
29974,ENSG00000166171,DPCD
29975,ENSG00000166169,POLL
29976,ENSG00000283558,MIR3158-2
29977,ENSG00000263436,MIR3158-1
29978,ENSG00000107829,FBXW4
29979,ENSG00000222051,RNU6-1165P
29980,ENSG00000224817,AC010789.1
29981,ENSG00000107831,FGF8
29982,ENSG00000107833,NPM3
29983,ENSG00000198408,OGA
29984,ENSG00000226009,KCNIP2-AS1
29985,ENSG00000120049,KCNIP2
29986,ENSG00000120029,ARMH3
29987,ENSG00000274742,RF00017
29988,ENSG00000222430,RF00019
29989,ENSG00000166189,HPS6
29990,ENSG00000224302,AL500527.1
29991,ENSG00000229629,AL500527.2
29992,ENSG00000198728,LDB1
29993,ENSG00000148840,PPRC1
29994,ENSG00000166197,NOLC1
29995,ENSG00000119915,ELOVL3
29996,ENSG00000107859,PITX3
29997,ENSG00000107862,GBF1
29998,ENSG00000077150,NFKB2
29999,ENSG00000059915,PSD
30000,ENSG00000107872,FBXL15
30001,ENSG00000107874,CUEDC2
30002,ENSG00000202569,MIR146B
30003,ENSG00000269609,RPARP-AS1
30004,ENSG00000120055,C10orf95
30005,ENSG00000138111,MFSD13A
30006,ENSG00000138107,ACTR1A
30007,ENSG00000273262,AL121928.1
30008,ENSG00000107882,SUFU
30009,ENSG00000228657,RPL23AP58
30010,ENSG00000207029,RNU6-43P
30011,ENSG00000171206,TRIM8
30012,ENSG00000272933,AL391121.1
30013,ENSG00000138175,ARL3
30014,ENSG00000156398,SFXN2
30015,ENSG00000166272,WBP1L
30016,ENSG00000252994,RNU6-1231P
30017,ENSG00000148795,CYP17A1
30018,ENSG00000213061,PFN1P11
30019,ENSG00000236937,PTGES3P4
30020,ENSG00000282772,AL358790.1
30021,ENSG00000166275,BORCS7
30022,ENSG00000270316,BORCS7-ASMT
30023,ENSG00000283337,RF00026
30024,ENSG00000214435,AS3MT
30025,ENSG00000235266,RPL22P17
30026,ENSG00000272912,AL356608.1
30027,ENSG00000148842,CNNM2
30028,ENSG00000278498,RF02271
30029,ENSG00000076685,NT5C2
30030,ENSG00000237827,RPS15AP29
30031,ENSG00000213277,MARCKSL1P1
30032,ENSG00000229256,ST13P13
30033,ENSG00000235376,RPEL1
30034,ENSG00000148798,INA
30035,ENSG00000156374,PCGF6
30036,ENSG00000212413,RNU11-3P
30037,ENSG00000148835,TAF5
30038,ENSG00000173915,ATP5MD
30039,ENSG00000283867,MIR1307
30040,ENSG00000148843,PDCD11
30041,ENSG00000138172,CALHM2
30042,ENSG00000273485,AL139339.2
30043,ENSG00000234699,AL139339.1
30044,ENSG00000185933,CALHM1
30045,ENSG00000183128,CALHM3
30046,ENSG00000235470,NEURL1-AS1
30047,ENSG00000107954,NEURL1
30048,ENSG00000226431,AL121929.1
30049,ENSG00000107957,SH3PXD2A
30050,ENSG00000273108,AL121929.2
30051,ENSG00000222503,RF00019
30052,ENSG00000280693,SH3PXD2A-AS1
30053,ENSG00000260461,AL133355.1
30054,ENSG00000107960,STN1
30055,ENSG00000065613,SLK
30056,ENSG00000266754,RN7SL524P
30057,ENSG00000065618,COL17A1
30058,ENSG00000283788,MIR936
30059,ENSG00000156384,SFR1
30060,ENSG00000197748,CFAP43
30061,ENSG00000208033,MIR609
30062,ENSG00000148834,GSTO1
30063,ENSG00000266852,MIR4482
30064,ENSG00000065621,GSTO2
30065,ENSG00000148841,ITPRIP
30066,ENSG00000270075,AL162742.2
30067,ENSG00000228261,AL162742.1
30068,ENSG00000231233,CFAP58-DT
30069,ENSG00000120051,CFAP58
30070,ENSG00000225768,AL161646.1
30071,ENSG00000237761,AL161646.2
30072,ENSG00000156395,SORCS3
30073,ENSG00000226387,SORCS3-AS1
30074,ENSG00000207068,RNU6-463P
30075,ENSG00000233477,PPIAP38
30076,ENSG00000213260,YWHAZP5
30077,ENSG00000229466,AL731574.1
30078,ENSG00000229775,AL353148.1
30079,ENSG00000215002,RPL23AP59
30080,ENSG00000108018,SORCS1
30081,ENSG00000200626,RNA5SP325
30082,ENSG00000200079,RNA5SP326
30083,ENSG00000229981,LINC01435
30084,ENSG00000234544,PTGES3P5
30085,ENSG00000203434,AL353740.1
30086,ENSG00000223381,AL356476.1
30087,ENSG00000224498,MAPKAPK5P1
30088,ENSG00000222436,RN7SKP278
30089,ENSG00000252574,RNU5B-6P
30090,ENSG00000200217,RNU6-839P
30091,ENSG00000232728,PHB2P1
30092,ENSG00000237242,BTF3P15
30093,ENSG00000270333,AL390123.1
30094,ENSG00000270294,XIAPP1
30095,ENSG00000224907,RPL21P91
30096,ENSG00000108039,XPNPEP1
30097,ENSG00000272160,RNU4-5P
30098,ENSG00000203876,ADD3-AS1
30099,ENSG00000148700,ADD3
30100,ENSG00000226734,SNRPGP12
30101,ENSG00000119950,MXI1
30102,ENSG00000228417,AL360182.2
30103,ENSG00000214067,AL360182.1
30104,ENSG00000119953,SMNDC1
30105,ENSG00000273143,AL355512.1
30106,ENSG00000237642,HMGB3P5
30107,ENSG00000138166,DUSP5
30108,ENSG00000233518,RPL7P35
30109,ENSG00000108055,SMC3
30110,ENSG00000223302,RF00019
30111,ENSG00000203867,RBM20
30112,ENSG00000252036,RN7SKP288
30113,ENSG00000199364,RNA5SP327
30114,ENSG00000232470,AL136368.1
30115,ENSG00000203497,PDCD4-AS1
30116,ENSG00000150593,PDCD4
30117,ENSG00000284482,MIR4680
30118,ENSG00000214413,BBIP1
30119,ENSG00000278601,AL158163.2
30120,ENSG00000270589,AL158163.1
30121,ENSG00000108061,SHOC2
30122,ENSG00000234118,RPL13AP6
30123,ENSG00000221214,MIR548E
30124,ENSG00000150594,ADRA2A
30125,ENSG00000213247,AL355863.1
30126,ENSG00000237618,BTBD7P2
30127,ENSG00000227851,AC021035.1
30128,ENSG00000230809,RPS6P15
30129,ENSG00000119927,GPAM
30130,ENSG00000119913,TECTB
30131,ENSG00000283688,MIR6715B
30132,ENSG00000276857,MIR6715A
30133,ENSG00000243316,GUCY2GP
30134,ENSG00000197142,ACSL5
30135,ENSG00000232934,AL157786.1
30136,ENSG00000023041,ZDHHC6
30137,ENSG00000151532,VTI1A
30138,ENSG00000234017,AC022018.1
30139,ENSG00000264763,MIR4295
30140,ENSG00000233340,AL139120.1
30141,ENSG00000285676,AL158212.5
30142,ENSG00000260917,AL158212.3
30143,ENSG00000279315,AL158212.4
30144,ENSG00000225292,AL158212.1
30145,ENSG00000148737,TCF7L2
30146,ENSG00000233547,AL158212.2
30147,ENSG00000227560,RPS15AP30
30148,ENSG00000238380,RNU7-165P
30149,ENSG00000230018,PPIAP39
30150,ENSG00000148702,HABP2
30151,ENSG00000197893,NRAP
30152,ENSG00000165806,CASP7
30153,ENSG00000234393,AL592546.1
30154,ENSG00000148735,PLEKHS1
30155,ENSG00000283656,MIR4483
30156,ENSG00000212589,RF00560
30157,ENSG00000198924,DCLRE1A
30158,ENSG00000196865,NHLRC2
30159,ENSG00000043591,ADRB1
30160,ENSG00000285540,AC022023.1
30161,ENSG00000253066,RNU6-709P
30162,ENSG00000226582,UBE2V1P5
30163,ENSG00000165813,CCDC186
30164,ENSG00000273904,RF02277
30165,ENSG00000284442,MIR2110
30166,ENSG00000095627,TDRD1
30167,ENSG00000165816,VWA2
30168,ENSG00000230165,AURKAP2
30169,ENSG00000275024,AC005383.1
30170,ENSG00000169129,AFAP1L2
30171,ENSG00000242912,RN7SL384P
30172,ENSG00000279796,AL133384.2
30173,ENSG00000099204,ABLIM1
30174,ENSG00000229668,AL133384.1
30175,ENSG00000228169,PPIAP19
30176,ENSG00000228484,AL137025.1
30177,ENSG00000215760,TAF9BP2
30178,ENSG00000151553,FAM160B1
30179,ENSG00000226428,RPL15P13
30180,ENSG00000165832,TRUB1
30181,ENSG00000252611,RNU6-1121P
30182,ENSG00000236799,AL355340.1
30183,ENSG00000107518,ATRNL1
30184,ENSG00000285582,AC016042.1
30185,ENSG00000270965,NTAN1P1
30186,ENSG00000151892,GFRA1
30187,ENSG00000285587,AC012470.1
30188,ENSG00000182645,CCDC172
30189,ENSG00000205433,SNRPGP6
30190,ENSG00000203837,PNLIPRP3
30191,ENSG00000227096,HMGB3P8
30192,ENSG00000200935,RNU6-1090P
30193,ENSG00000175535,PNLIP
30194,ENSG00000232091,PNLIPP1
30195,ENSG00000187021,PNLIPRP1
30196,ENSG00000266200,PNLIPRP2
30197,ENSG00000165863,C10orf82
30198,ENSG00000232767,AC016825.1
30199,ENSG00000165868,HSPA12A
30200,ENSG00000228195,RPL5P27
30201,ENSG00000188316,ENO4
30202,ENSG00000187164,SHTN1
30203,ENSG00000235742,AC012308.1
30204,ENSG00000148704,VAX1
30205,ENSG00000234474,MIR3663HG
30206,ENSG00000266782,MIR3663
30207,ENSG00000236171,RPL12P26
30208,ENSG00000186795,KCNK18
30209,ENSG00000225936,AL731557.1
30210,ENSG00000165646,SLC18A2
30211,ENSG00000277879,AL391988.1
30212,ENSG00000165650,PDZD8
30213,ENSG00000258114,AC005871.2
30214,ENSG00000229847,EMX2OS
30215,ENSG00000170370,EMX2
30216,ENSG00000235198,AC005871.1
30217,ENSG00000234952,AL139121.1
30218,ENSG00000263041,AL513324.1
30219,ENSG00000107560,RAB11FIP2
30220,ENSG00000231104,AC022395.1
30221,ENSG00000177640,CASC2
30222,ENSG00000238276,AL354863.1
30223,ENSG00000165669,FAM204A
30224,ENSG00000232139,LINC00867
30225,ENSG00000234309,SLC25A18P1
30226,ENSG00000119973,PRLHR
30227,ENSG00000225155,TOMM22P5
30228,ENSG00000151893,CACUL1
30229,ENSG00000277687,AL139407.1
30230,ENSG00000236058,RPL17P36
30231,ENSG00000213574,LDHAP5
30232,ENSG00000229272,AL157788.1
30233,ENSG00000188613,NANOS1
30234,ENSG00000107581,EIF3A
30235,ENSG00000207468,SNORA19
30236,ENSG00000222588,RF00413
30237,ENSG00000271343,AL355598.1
30238,ENSG00000119979,FAM45A
30239,ENSG00000183605,SFXN4
30240,ENSG00000165672,PRDX3
30241,ENSG00000198873,GRK5
30242,ENSG00000228485,GRK5-IT1
30243,ENSG00000242853,RN7SL749P
30244,ENSG00000236426,AL583824.1
30245,ENSG00000265719,MIR4681
30246,ENSG00000148908,RGS10
30247,ENSG00000271353,AC012468.1
30248,ENSG00000151923,TIAL1
30249,ENSG00000234569,RAD1P1
30250,ENSG00000227437,RPS8P4
30251,ENSG00000151929,BAG3
30252,ENSG00000232823,TXNP1
30253,ENSG00000198825,INPP5F
30254,ENSG00000242818,RN7SL846P
30255,ENSG00000270300,PHACTR2P1
30256,ENSG00000282413,AL133461.1
30257,ENSG00000197771,MCMBP
30258,ENSG00000107651,SEC23IP
30259,ENSG00000265370,MIR4682
30260,ENSG00000180230,NACAP2
30261,ENSG00000223455,AL355298.1
30262,ENSG00000220842,RPL21P16
30263,ENSG00000234522,AC073587.1
30264,ENSG00000203805,PLPP4
30265,ENSG00000177234,LINC01561
30266,ENSG00000227165,WDR11-AS1
30267,ENSG00000274461,AL391425.1
30268,ENSG00000120008,WDR11
30269,ENSG00000271670,AC010998.2
30270,ENSG00000227307,AC010998.1
30271,ENSG00000278484,AC010998.3
30272,ENSG00000236762,RPL19P16
30273,ENSG00000227143,LINC01153
30274,ENSG00000222979,RN7SKP167
30275,ENSG00000066468,FGFR2
30276,ENSG00000223432,AC009988.1
30277,ENSG00000223540,RPS15AP5
30278,ENSG00000224250,AC025947.1
30279,ENSG00000107669,ATE1
30280,ENSG00000201884,RF00019
30281,ENSG00000226864,ATE1-AS1
30282,ENSG00000273767,RF02219
30283,ENSG00000276742,AL731566.2
30284,ENSG00000107672,NSMCE4A
30285,ENSG00000273891,AL731566.1
30286,ENSG00000138162,TACC2
30287,ENSG00000285715,AC063960.1
30288,ENSG00000285973,AC063960.2
30289,ENSG00000138152,BTBD16
30290,ENSG00000202245,RNU6-728P
30291,ENSG00000107679,PLEKHA1
30292,ENSG00000265442,MIR3941
30293,ENSG00000285955,BX842242.1
30294,ENSG00000254636,ARMS2
30295,ENSG00000166033,HTRA1
30296,ENSG00000187908,DMBT1
30297,ENSG00000183559,C10orf120
30298,ENSG00000176584,DMBT1P1
30299,ENSG00000138161,CUZD1
30300,ENSG00000213185,FAM24B
30301,ENSG00000255624,AC073585.1
30302,ENSG00000203795,FAM24A
30303,ENSG00000119965,C10orf88
30304,ENSG00000179988,PSTK
30305,ENSG00000095574,IKZF5
30306,ENSG00000196177,ACADSB
30307,ENSG00000188620,HMX3
30308,ENSG00000188816,HMX2
30309,ENSG00000154473,BUB3
30310,ENSG00000227586,RPS26P39
30311,ENSG00000270902,AL160290.3
30312,ENSG00000230131,AL160290.2
30313,ENSG00000225152,AL160290.1
30314,ENSG00000234542,AL357127.1
30315,ENSG00000154478,GPR26
30316,ENSG00000121898,CPXM2
30317,ENSG00000231138,AC009987.1
30318,ENSG00000234677,AC068058.1
30319,ENSG00000213438,YBX2P1
30320,ENSG00000232334,AL683842.1
30321,ENSG00000182022,CHST15
30322,ENSG00000065154,OAT
30323,ENSG00000229544,NKX1-2
30324,ENSG00000271434,AL445237.1
30325,ENSG00000107902,LHPP
30326,ENSG00000229455,RPS10P18
30327,ENSG00000258539,AC068896.1
30328,ENSG00000189319,FAM53B
30329,ENSG00000278831,AL513190.1
30330,ENSG00000233334,FAM53B-AS1
30331,ENSG00000203791,EEF1AKMT2
30332,ENSG00000199466,RF00019
30333,ENSG00000165660,ABRAXAS2
30334,ENSG00000207494,RF00019
30335,ENSG00000214807,NPM1P31
30336,ENSG00000249456,AL731577.2
30337,ENSG00000019995,ZRANB1
30338,ENSG00000226899,AL731577.1
30339,ENSG00000175029,CTBP2
30340,ENSG00000273599,AL731571.1
30341,ENSG00000264572,MIR4296
30342,ENSG00000282787,AL157888.1
30343,ENSG00000214298,MRPS21P6
30344,ENSG00000233135,RPS27P18
30345,ENSG00000237675,TEX36-AS1
30346,ENSG00000175018,TEX36
30347,ENSG00000214297,ALDOAP2
30348,ENSG00000228021,AL158835.1
30349,ENSG00000224023,FLJ37035
30350,ENSG00000280561,AL158835.3
30351,ENSG00000234134,AL158835.2
30352,ENSG00000107938,EDRF1
30353,ENSG00000236991,EDRF1-AS1
30354,ENSG00000154485,MMP21
30355,ENSG00000188690,UROS
30356,ENSG00000265092,MIR4484
30357,ENSG00000107949,BCCIP
30358,ENSG00000089876,DHX32
30359,ENSG00000277371,RF00017
30360,ENSG00000222629,RNU2-42P
30361,ENSG00000203780,FANK1
30362,ENSG00000234016,GNG10P1
30363,ENSG00000233409,FANK1-AS1
30364,ENSG00000148848,ADAM12
30365,ENSG00000222740,RNA5SP328
30366,ENSG00000213170,SAR1AP2
30367,ENSG00000235180,LINC00601
30368,ENSG00000154493,C10orf90
30369,ENSG00000199321,RF00271
30370,ENSG00000150760,DOCK1
30371,ENSG00000223528,AL359094.1
30372,ENSG00000232935,AL359094.2
30373,ENSG00000188916,INSYN2
30374,ENSG00000214285,NPS
30375,ENSG00000279725,AL391005.1
30376,ENSG00000186766,FOXI2
30377,ENSG00000270778,BUB1P1
30378,ENSG00000180745,CLRN3
30379,ENSG00000132334,PTPRE
30380,ENSG00000232259,AL158166.2
30381,ENSG00000227076,AL158166.1
30382,ENSG00000148773,MKI67
30383,ENSG00000280953,LINC01163
30384,ENSG00000234640,AL390763.1
30385,ENSG00000224190,AL355537.1
30386,ENSG00000232985,AL355537.2
30387,ENSG00000225424,AL391869.1
30388,ENSG00000285615,AL359508.1
30389,ENSG00000170430,MGMT
30390,ENSG00000237224,AL157832.2
30391,ENSG00000227374,AL157832.1
30392,ENSG00000283141,AL157832.3
30393,ENSG00000108001,EBF3
30394,ENSG00000275327,AL354950.2
30395,ENSG00000266676,MIR4297
30396,ENSG00000275005,AL354950.1
30397,ENSG00000237489,C10orf143
30398,ENSG00000277218,AL139123.1
30399,ENSG00000233122,CTAGE7P
30400,ENSG00000233319,PPIAP32
30401,ENSG00000108010,GLRX3
30402,ENSG00000236303,AL157712.1
30403,ENSG00000276375,AL157712.2
30404,ENSG00000222997,RF00019
30405,ENSG00000285529,AC016816.1
30406,ENSG00000264803,MIR378C
30407,ENSG00000176769,TCERG1L
30408,ENSG00000230098,TCERG1L-AS1
30409,ENSG00000189275,LINC01164
30410,ENSG00000280446,AL607033.1
30411,ENSG00000283095,FP565171.1
30412,ENSG00000175470,PPP2R2D
30413,ENSG00000176171,BNIP3
30414,ENSG00000277959,AL162274.2
30415,ENSG00000273521,AL162274.1
30416,ENSG00000279982,AL162274.3
30417,ENSG00000188385,JAKMIP3
30418,ENSG00000235010,AL512622.1
30419,ENSG00000151640,DPYSL4
30420,ENSG00000165752,STK32C
30421,ENSG00000148814,LRRC27
30422,ENSG00000171813,PWWP2B
30423,ENSG00000231705,AL451069.2
30424,ENSG00000234311,AL451069.3
30425,ENSG00000180066,C10orf91
30426,ENSG00000226900,AL451069.1
30427,ENSG00000229081,LINC01165
30428,ENSG00000068383,INPP5A
30429,ENSG00000148826,NKX6-2
30430,ENSG00000171811,CFAP46
30431,ENSG00000232903,LINC01166
30432,ENSG00000224758,LINC01167
30433,ENSG00000240707,LINC01168
30434,ENSG00000197177,ADGRA1
30435,ENSG00000256925,ADGRA1-AS1
30436,ENSG00000235264,RPL5P28
30437,ENSG00000171798,KNDC1
